,average,rx(2),rx(3),rx(4),rx(5)
RMSE,0.010584968474544928,0.0058633047807890035,0.009224559724545991,0.013061082288178432,0.015095733439951698
MAPE-%,18.466814581613626,9.315346241329587,15.081634588097447,24.155626389177772,33.95873141793322
