date,est,y_sample,date
1994-01-01,92.31961738242862,92.17,1994-01-01
1994-02-01,92.09951720046486,91.137,1994-02-01
1994-03-01,92.0093199965645,90.198,1994-03-01
1994-04-01,91.76414970981435,89.249,1994-04-01
1994-05-01,90.56829936027752,88.811,1994-05-01
1994-06-01,89.36371184667573,88.56200000000004,1994-06-01
1994-07-01,88.61464298706,88.822,1994-07-01
1994-08-01,88.62194303982032,88.54700000000004,1994-08-01
1994-09-01,88.47781004497013,87.807,1994-09-01
1994-10-01,87.85471995683805,87.391,1994-10-01
1994-11-01,87.15212661945571,86.488,1994-11-01
1994-12-01,86.01965237691307,86.042,1994-12-01
1995-01-01,85.56207544235315,86.708,1995-01-01
1995-02-01,85.93258018117999,87.51,1995-02-01
1995-03-01,85.75633562783649,87.5,1995-03-01
1995-04-01,86.72483464556115,87.835,1995-04-01
1995-05-01,87.44958336276284,89.09,1995-05-01
1995-06-01,87.5768936186831,89.205,1995-06-01
1995-07-01,88.11195484392373,89.05799999999998,1995-07-01
1995-08-01,89.11471040011895,89.149,1995-08-01
1995-09-01,89.15808322268433,89.167,1995-09-01
1995-10-01,89.12691899426758,89.52,1995-10-01
1995-11-01,89.33186062227576,90.00299999999999,1995-11-01
1995-12-01,89.6643896185066,90.3,1995-12-01
1996-01-01,90.11502521432845,90.726,1996-01-01
1996-02-01,90.64262255889356,89.85,1996-02-01
1996-03-01,90.50018003274243,89.22,1996-03-01
1996-04-01,90.1527554663372,88.805,1996-04-01
1996-05-01,89.40175864461217,88.45100000000002,1996-05-01
1996-06-01,88.67314972791333,88.65100000000002,1996-06-01
1996-07-01,88.57854565007652,88.492,1996-07-01
1996-08-01,88.50672223959155,88.279,1996-08-01
1996-09-01,88.34722144532283,88.685,1996-09-01
1996-10-01,88.4475441863332,89.307,1996-10-01
1996-11-01,88.66899166524384,89.565,1996-11-01
1996-12-01,89.06690638265893,89.073,1996-12-01
1997-01-01,89.29180868938745,89.02,1997-01-01
1997-02-01,89.17455997248315,88.713,1997-02-01
1997-03-01,88.82741798560694,88.10700000000001,1997-03-01
1997-04-01,88.32278700470377,88.35799999999998,1997-04-01
1997-05-01,88.2189586291356,88.51700000000002,1997-05-01
1997-06-01,88.21622332557952,88.71600000000002,1997-06-01
1997-07-01,88.45308653501966,89.323,1997-07-01
1997-08-01,88.56298128912151,88.90299999999998,1997-08-01
1997-09-01,88.92951168349255,89.211,1997-09-01
1997-10-01,89.05939820288214,89.51,1997-10-01
1997-11-01,89.13195509835292,89.19,1997-11-01
1997-12-01,89.28030706494447,89.45100000000002,1997-12-01
1998-01-01,89.34583584541821,90.006,1998-01-01
1998-02-01,89.57944458148202,89.62700000000002,1998-02-01
1998-03-01,89.73564257579763,89.571,1998-03-01
1998-04-01,89.72802516499901,89.588,1998-04-01
1998-05-01,89.59257954026164,89.62200000000001,1998-05-01
1998-06-01,89.5986515865699,89.751,1998-06-01
1998-07-01,89.67750603904294,89.723,1998-07-01
1998-08-01,89.70681405389747,90.81299999999999,1998-08-01
1998-09-01,90.52549800381875,91.807,1998-09-01
1998-10-01,91.49379166227962,91.994,1998-10-01
1998-11-01,91.85710905826221,91.43299999999999,1998-11-01
1998-12-01,92.03801851379876,91.37200000000001,1998-12-01
1999-01-01,91.92154838217212,91.31200000000001,1999-01-01
1999-02-01,91.42434803790233,90.3,1999-02-01
1999-03-01,91.46938422129402,90.602,1999-03-01
1999-04-01,91.1380529580165,90.458,1999-04-01
1999-05-01,90.58733037454925,89.819,1999-05-01
1999-06-01,90.66025881699872,89.66799999999998,1999-06-01
1999-07-01,90.09617359357338,89.462,1999-07-01
1999-08-01,89.66682104425652,89.31299999999996,1999-08-01
1999-09-01,89.50517213399883,89.515,1999-09-01
1999-10-01,89.43070575720007,89.154,1999-10-01
1999-11-01,89.32403698384611,88.81299999999996,1999-11-01
1999-12-01,89.07595182106571,88.42299999999999,1999-12-01
