,average,rx(2),rx(3),rx(4),rx(5)
RMSE,0.33419116379096847,0.5739855040750242,0.5577689409003346,0.18530345784277139,0.7188566972351731
MAPE-%,30.423576044880175,57.037358326046075,36.559023274007366,7.448452105606219,41.04133023030028
