,average,rx(2),rx(3),rx(4),rx(5)
RMSE,0.24318806005222246,0.43501903500186306,0.349600587798464,0.1980171688707929,0.7329451225959024
MAPE-%,18.123530017125944,46.52051171001166,22.59451412399251,8.832735193966133,40.38587192561293
