,average,rx(2),rx(3),rx(4),rx(5)
RMSE,0.16044418135398233,0.017420700967041996,0.016105410660205734,0.015315456378462902,0.6342825701506947
MAPE-%,16.551625332621942,2.724542179434919,1.288101953400265,1.2827181921439617,36.742380404895655
