,average,rx(2),rx(3),rx(4),rx(5)
RMSE,0.16050724496861274,0.020341491598448332,0.01867756049639683,0.01627437108185894,0.6345637540512241
MAPE-%,16.67246017969059,2.9611014720191,1.1719363676507106,1.448863855484535,37.081823350611316
