,average,rx(2),rx(3),rx(4),rx(5)
RMSE,0.026540773905484403,0.015458934756971354,0.023008957486029828,0.030921571791278465,0.037721870420183976
MAPE-%,70.67492929639096,69.2080999244331,55.58733033150502,130.59073912167517,129.82032184957382
