date,est,y_sample,date
1994-01-01,82.44137609853165,82.719,1994-01-01
1994-04-01,82.61263889962451,77.324,1994-04-01
1994-07-01,81.37143632743135,77.095,1994-07-01
1994-10-01,77.89767318452148,74.85,1994-10-01
1995-01-01,75.4274006342723,74.434,1995-01-01
1995-04-01,75.0051691311688,76.357,1995-04-01
1995-07-01,74.87832979762766,78.417,1995-07-01
1995-10-01,75.84356965084869,79.524,1995-10-01
1996-01-01,78.27929554805571,81.413,1996-01-01
1996-04-01,80.06919715736164,77.80199999999998,1996-04-01
1996-07-01,79.97499745054971,77.309,1996-07-01
1996-10-01,79.09555738659606,78.764,1996-10-01
1997-01-01,77.89157257619364,78.395,1997-01-01
1997-04-01,77.95706374920522,77.268,1997-04-01
1997-07-01,77.72676779216332,79.322,1997-07-01
1997-10-01,78.02220411867735,79.715,1997-10-01
1998-01-01,77.46419450248015,80.683,1998-01-01
1998-04-01,79.77220763294086,79.937,1998-04-01
1998-07-01,80.21525659133904,80.273,1998-07-01
1998-10-01,80.35630201595734,83.993,1998-10-01
1999-01-01,83.35771679080747,83.177,1999-01-01
1999-04-01,84.27202323153531,81.183,1999-04-01
1999-07-01,83.70215631210449,79.207,1999-07-01
1999-10-01,82.48540773235914,78.654,1999-10-01
