date,est,y_sample,date
1994-01-01,87.48471723755421,87.53299999999999,1994-01-01
1994-04-01,87.47721113684571,83.22399999999998,1994-04-01
1994-07-01,86.83633721305989,82.945,1994-07-01
1994-10-01,83.62131341905933,81.002,1994-10-01
1995-01-01,81.57630414056,80.308,1995-01-01
1995-04-01,80.87910703885728,81.947,1995-04-01
1995-07-01,80.4561153787049,83.602,1995-07-01
1995-10-01,81.4839736023404,84.421,1995-10-01
1996-01-01,83.60025460322366,86.044,1996-01-01
1996-04-01,84.79080546321367,83.211,1996-04-01
1996-07-01,84.90832427126722,82.74600000000002,1996-07-01
1996-10-01,83.88998792760961,83.98200000000001,1996-10-01
1997-01-01,83.35517222430899,83.52799999999998,1997-01-01
1997-04-01,83.28764722449017,82.677,1997-04-01
1997-07-01,83.17636740699498,84.213,1997-07-01
1997-10-01,83.17237898623526,84.45700000000002,1997-10-01
1998-01-01,82.68716619315032,85.32,1998-01-01
1998-04-01,84.44108422054595,84.64200000000002,1998-04-01
1998-07-01,84.84329895782628,84.88600000000002,1998-07-01
1998-10-01,84.97007494834249,87.85600000000002,1998-10-01
1999-01-01,87.0385000740947,87.14399999999998,1999-01-01
1999-04-01,87.79224322694978,85.71,1999-04-01
1999-07-01,87.45203690494368,84.32799999999997,1999-07-01
1999-10-01,86.15392442770492,83.956,1999-10-01
