Date,BETA0,BETA1,BETA2,BETA3,TAU1,TAU2
2019-10-25,5.2e-07,1.71752433,-20.96771457,26.14309341,11.56590034,14.120522
2019-10-24,0.00012834,1.712979,-0.02926452,7.77835324,3.67760076,24.99030874
2019-10-23,0.03687583,1.66980039,-0.00012829,7.67112189,3.62439686,25.38663603
2019-10-22,0.00014288,1.70636213,-0.43337004,7.78835376,4.69613897,24.91505103
2019-10-21,0.00011393,1.708359,-0.48926867,7.85399954,4.73837512,24.33623451
2019-10-18,0.3933239,1.31448812,0.00014494,6.7364195,2.88204537,26.19214555
2019-10-17,0.00022205,1.71040347,-0.19743622,7.7001993,4.00197517,24.91119491
2019-10-16,0.22639594,1.49484554,5.312e-05,7.06938923,3.14295899,25.30127736
2019-10-15,7.826e-05,1.74500292,-1.47358298,7.79364269,6.0747237,21.18609229
2019-10-11,0.28214476,1.51437344,-0.18242934,6.74006824,3.33670406,24.54002976
2019-10-10,3.10451679,-1.28286598,-1.77790735,-2.05855626,3.12707417,7.94653111
2019-10-09,3.05828472,-1.17254658,-1.89778942,-2.57382489,2.46116547,7.30644856
2019-10-08,3.03685169,-1.08452495,-2.0821986,-2.82843195,2.14892797,7.03537415
2019-10-07,3.04562016,-1.11607102,-1.97666718,-2.69240959,2.3685685,7.34266641
2019-10-04,2.97629033,-1.01285466,-2.09039591,-2.85026452,2.00297073,6.87392392
2019-10-03,2.99698343,-0.97278906,-2.26446761,-2.87575938,1.85451117,6.65405427
2019-10-02,3.04782544,-0.98817714,-2.0483991,-2.92997817,1.88592516,6.70030041
2019-10-01,3.05485288,-0.96686385,-1.88657129,-2.90011905,1.90273703,6.79180777
2019-09-30,3.10596641,-1.01460147,-1.75870277,-2.93663012,2.07421737,7.16556924
2019-09-27,3.07126547,-0.96312437,-1.6413654,-2.96520557,1.96507691,6.71794931
2019-09-26,3.12711232,-1.0240273,-1.55521541,-3.07046456,2.04097506,6.8906279
2019-09-25,3.18139123,-1.04979986,-1.69385574,-3.04704795,2.07501927,7.05807192
2019-09-24,3.0771608,-0.89444277,-1.84301774,-3.20766301,1.76708525,6.64621923
2019-09-23,3.09089997,-0.96104722,-1.5923891,-2.94831302,1.97615658,6.66983892
2019-09-20,3.17161211,-1.01355367,-1.71856943,-3.03302376,2.02102577,7.19801993
2019-09-19,3.25159882,-1.12878257,-1.66539237,-2.8469742,2.41575397,7.8393037
2019-09-18,3.22817081,-1.12838524,-1.49595029,-2.66598596,2.63256078,7.61454371
2019-09-17,3.27619653,-1.13860273,-1.72257515,-2.88270821,2.25290989,7.36766504
2019-09-16,3.32071322,-1.22885716,-1.54563657,-2.91153029,2.37715413,7.36157758
2019-09-13,3.33304811,-1.2985347,-1.25244483,-2.56796306,2.92468212,7.32095984
2019-09-12,3.24579909,-1.19948166,-1.48024681,-2.76209349,2.55575578,7.21338613
2019-09-11,3.18667075,-1.1355668,-1.62139062,-2.78048226,2.36765095,7.21015614
2019-09-10,3.16406544,-1.08736798,-1.70826636,-2.6739908,2.50675274,7.30608345
2019-09-09,3.03153009,-0.94272651,-1.84940493,-2.78618716,2.08469646,6.8289922
2019-09-06,2.92997211,-0.80998101,-1.9017224,-2.89472051,1.89787641,6.64670288
2019-09-05,2.94006801,-0.80709153,-1.82633565,-2.92377606,1.86189823,6.21667388
2019-09-04,2.82226522,-0.6127259,-2.10080147,-3.02126221,1.59263062,5.82653439
2019-09-03,2.78022204,-0.52833635,-2.0367479,-3.01115809,1.50692213,5.80323536
2019-08-30,2.81356277,-0.55798315,-1.95309136,-3.06887483,1.51341722,5.9486456
2019-08-29,2.84535422,-0.66696197,-1.71744548,-3.16330056,1.60409495,5.97454736
2019-08-28,2.78768637,-0.60635268,-1.65456022,-3.22474304,1.48480899,5.6418384
2019-08-27,2.87276696,-0.72117658,-1.69231629,-3.32060407,1.57418049,5.98599205
2019-08-26,2.94844881,-0.81448076,-1.65251368,-3.35461077,1.57842749,5.83525345
2019-08-23,2.96573882,-0.82639059,-1.79035327,-3.44530969,1.53929998,5.93789589
2019-08-22,3.10140272,-0.99493086,-1.64504317,-3.39406156,1.78789667,6.33339363
2019-08-21,3.04416694,-0.89021192,-1.78210027,-3.47949493,1.52258266,6.11948535
2019-08-20,2.95985375,-0.74768395,-2.02379479,-3.4147708,1.35727406,5.87856525
2019-08-19,3.02489675,-0.83643404,-1.94730137,-3.42174553,1.40991603,6.05227734
2019-08-16,2.87161331,-0.63952931,-2.01881571,-3.27550431,1.25724643,5.74254147
2019-08-15,2.79185688,-0.51239483,-1.90791219,-3.2633743,1.16530082,5.45845179
2019-08-14,2.94118766,-0.68607237,-1.78760673,-3.45306875,1.27465564,5.98439521
2019-08-13,3.12869085,-0.90411618,-1.73618855,-3.50466334,1.55999758,6.29950138
2019-08-12,3.10000904,-0.8861913,-1.98126053,-3.3872739,1.57238726,6.1519974
2019-08-09,3.29907046,-1.12647967,-1.98094314,-3.46806933,1.73446155,6.48414159
2019-08-08,3.32109879,-1.12362672,-2.08568627,-3.57751264,1.71840243,6.44299747
2019-08-07,3.28716624,-1.06188331,-2.23567073,-3.53495484,1.61990852,6.37164357
2019-08-06,3.35414673,-1.05604284,-2.39583721,-3.65733203,1.58896597,6.40463358
2019-08-05,3.35468666,-1.05839337,-2.27423554,-3.77053761,1.44979058,5.87027774
2019-08-02,3.48110217,-1.2163042,-2.03719952,-3.66676054,1.66760672,6.27333958
2019-08-01,3.4958072,-1.14172598,-2.23141061,-3.5766887,1.60972944,6.09321284
2019-07-31,3.6713643,-1.3346403,-1.97016589,-3.52567429,1.90958563,6.93269747
2019-07-30,3.71150372,-1.3806918,-2.19973932,-3.48688593,1.78329499,6.78407014
2019-07-29,3.71542511,-1.39340174,-2.17622233,-3.41227921,1.87083893,6.82168014
2019-07-26,3.74584679,-1.42675277,-2.18640822,-3.39595958,1.91730365,7.08413635
2019-07-25,3.79196696,-1.51595291,-2.20917627,-3.30681885,2.10269657,7.43100797
2019-07-24,3.79684172,-1.52210346,-2.36278547,-3.36432814,2.05724575,7.62518277
2019-07-23,3.88932998,-1.62961718,-2.48971214,-3.34501912,2.17892061,8.12324313
2019-07-22,3.85485891,-1.60273622,-2.52215221,-3.32549563,2.1665701,8.19718579
2019-07-19,3.80039982,-1.57534245,-2.41017945,-3.19003694,2.20976888,7.99664937
2019-07-18,3.7886794,-1.56076268,-2.51863334,-3.30441908,2.03912713,7.86210344
2019-07-17,3.87827952,-1.64819886,-2.39690549,-3.36162158,2.25518912,8.58852875
2019-07-16,3.98673205,-1.73896762,-2.45918526,-3.48618364,2.20061782,8.78394263
2019-07-15,3.95035719,-1.69082275,-2.56634824,-3.47753031,2.13827153,8.59981721
2019-07-12,3.95531211,-1.67870826,-2.57235339,-3.46772692,2.07484918,8.33648089
2019-07-11,3.96548573,-1.70088398,-2.50630807,-3.47295403,2.10932993,8.50434029
2019-07-10,3.83844231,-1.58211801,-2.4898458,-3.284144,2.15033503,8.41966857
2019-07-09,3.80955024,-1.55308112,-2.16460569,-3.1422387,2.51000058,9.06366447
2019-07-08,3.76306855,-1.52214079,-2.16484542,-3.06271433,2.49305134,8.80687341
2019-07-05,3.75982788,-1.52083648,-2.23292432,-2.96778414,2.50530851,8.64812965
2019-07-03,3.67611057,-1.39341766,-2.52034171,-3.29104067,2.03091613,7.87809206
2019-07-02,3.75332401,-1.46066352,-2.6475221,-3.32531219,2.04344338,8.02904761
2019-07-01,3.79156934,-1.47052964,-2.69866128,-3.3048138,1.98213656,8.03859721
2019-06-28,3.74860489,-1.39761686,-2.7940033,-3.41064858,1.8280212,7.70557656
2019-06-27,3.79194134,-1.40018067,-2.93321659,-3.52987016,1.77579069,7.91008571
2019-06-26,3.92107102,-1.55734076,-2.90812747,-3.68315537,1.86449077,8.30782455
2019-06-25,3.82554334,-1.44095867,-3.01088012,-3.63566225,1.76163711,7.80178638
2019-06-24,3.81704702,-1.43670797,-3.00430235,-3.58804251,1.71923517,7.71579653
2019-06-21,3.96708665,-1.63223356,-2.92187578,-3.79512484,1.81951441,8.21480533
2019-06-20,3.75461524,-1.4158057,-2.84529969,-3.46524712,1.75470961,7.60606584
2019-06-19,3.77243137,-1.32208572,-3.06279463,-3.49953394,1.67805198,7.76242558
2019-06-18,3.94382773,-1.57044436,-2.74493197,-3.62639142,2.10871006,8.97554356
2019-06-17,4.11395246,-1.7509098,-2.87758197,-3.98439671,2.09480254,9.4156769
2019-06-14,4.04770182,-1.66665551,-2.90347858,-3.8216772,2.01151094,9.0055779
2019-06-13,4.05787307,-1.62313106,-3.12276817,-3.84192271,1.91927378,8.95540746
2019-06-12,4.02211956,-1.56410205,-3.01517431,-3.68135167,1.9516627,9.01981213
2019-06-11,4.34974576,-1.93343695,-3.07997401,-4.39731208,2.16076519,10.48329683
2019-06-10,4.14552348,-1.75112931,-2.91404043,-3.93829145,2.04493169,9.64314335
2019-06-07,3.95304348,-1.52507607,-2.92278765,-3.72862654,1.87366035,8.73800345
2019-06-06,3.92378503,-1.43693368,-2.94756592,-3.49994124,1.85730135,8.5314451
2019-06-05,3.88191832,-1.26607803,-3.28037594,-3.48920493,1.65396801,7.9893841
2019-06-04,3.82204438,-1.1776111,-3.16209558,-3.38413025,1.66965567,8.13849737
2019-06-03,3.6329637,-0.87490513,-3.3043488,-3.18899482,1.51810074,7.59281955
2019-05-31,3.76550363,-0.99801991,-3.15983954,-3.34147795,1.62527851,8.36353285
2019-05-30,4.11586506,-1.42387411,-3.00534295,-3.907297,1.93419024,9.67592699
2019-05-29,4.23201985,-1.57698756,-2.98076696,-3.99938794,2.07903043,10.20807611
2019-05-28,4.18369414,-1.5222318,-2.92647854,-3.75139691,2.14756708,10.17628891
2019-05-24,4.35239126,-1.70009907,-2.97226203,-3.97200754,2.24567176,11.0081338
2019-05-23,4.26949187,-1.62347369,-2.96463463,-3.79278252,2.18839129,10.64510001
2019-05-22,5.03950362,-2.44102576,-3.24523458,-5.31407364,2.72267331,13.8595083
2019-05-21,5.28762647,-2.71723616,-3.22378097,-5.90141156,2.80871049,14.35805293
2019-05-20,4.77963399,-2.18799815,-3.05190239,-4.73325112,2.49804876,12.76950475
2019-05-17,4.75193919,-2.1460123,-3.13172266,-4.72211789,2.42605911,12.30919848
2019-05-16,4.7528738,-2.15230993,-3.12608094,-4.66229172,2.43388198,12.27408626
2019-05-15,4.40077925,-1.78393668,-2.94069516,-3.92693941,2.2151615,10.77112644
2019-05-14,4.70885165,-2.10625603,-3.01058405,-4.61623324,2.3089255,11.58694128
2019-05-13,4.45617247,-1.83010885,-2.92789323,-4.08692949,2.17451729,10.78091855
2019-05-10,4.90018551,-2.31295154,-2.88159329,-5.01814861,2.46037406,12.26668013
2019-05-09,5.04226537,-2.47496328,-2.94447989,-5.29853042,2.65675133,12.99289021
2019-05-08,5.35837363,-2.80760862,-3.01570013,-6.00673621,2.82193136,14.01645118
2019-05-07,5.44854046,-2.89059823,-3.16815009,-6.24977252,2.93137813,14.59187379
2019-05-06,5.75329826,-3.20533955,-3.24954641,-6.85885654,3.06001877,15.386247
2019-05-03,6.27512899,-3.74123097,-3.40335047,-8.11797388,3.29672029,16.57398002
2019-05-02,6.3198824,-3.79530748,-3.3910779,-8.20095724,3.32152863,16.8027514
2019-05-01,6.4507769,-3.92050764,-3.59012571,-8.60432898,3.27403608,16.64484723
2019-04-30,5.19391081,-2.61151178,-3.158918,-5.53489066,2.56438904,13.20788851
2019-04-29,5.01867649,-2.44335025,-2.88279904,-4.98706534,2.57407695,12.72460081
2019-04-26,4.82344131,-2.24777775,-2.79210718,-4.58681734,2.55933726,12.50603101
2019-04-25,5.70605105,-3.15562831,-3.14100014,-6.66573066,3.03010584,15.09289992
2019-04-24,5.91423162,-3.35650689,-3.35249193,-7.17667464,3.08546979,15.57370385
2019-04-23,6.17848014,-3.62849999,-3.34403873,-7.66828501,3.28930067,16.45941768
2019-04-22,6.20213951,-3.65959703,-3.19532066,-7.68962548,3.37963504,16.53083529
2019-04-18,5.94587451,-3.39313718,-3.05180287,-7.16474748,3.29816859,15.90147938
2019-04-17,6.51841798,-3.98703062,-3.22144589,-8.45918666,3.59751188,17.20445166
2019-04-16,6.66636577,-4.14262807,-3.18037205,-8.71401904,3.83360148,17.71503585
2019-04-15,6.53537473,-4.00523894,-3.20448788,-8.42157805,3.81410248,17.40616972
2019-04-12,6.45731434,-3.92772002,-3.12753382,-8.26718149,3.69863352,16.8845697
2019-04-11,6.46810358,-3.92135265,-3.4533571,-8.33951837,3.63199602,17.03446093
2019-04-10,6.45342858,-3.89074975,-3.64463542,-8.53685301,3.4071273,16.64337629
2019-04-09,7.42598235,-4.8815718,-4.02282562,-10.88411587,3.78833087,18.4411119
2019-04-08,7.15007256,-4.61553873,-3.78261688,-10.15325321,3.79459664,18.37856052
2019-04-05,6.83819875,-4.30544362,-3.64490116,-9.42924704,3.68795415,17.80965461
2019-04-04,6.61800874,-4.09512108,-3.54514921,-8.82368775,3.64528995,17.74732676
2019-04-03,5.83349705,-3.29812751,-3.15009088,-6.8433349,3.36058616,16.288735
2019-04-02,5.66203185,-3.1298535,-3.10079644,-6.61263216,3.24438369,15.75100837
2019-04-01,6.71591237,-4.19621531,-3.56352317,-9.2595002,3.59962529,17.59999138
2019-03-29,5.28405475,-2.70917965,-3.0300234,-6.01729438,2.90928799,14.06264419
2019-03-28,5.05947902,-2.44475343,-3.10712088,-5.58457036,2.58432492,12.89496834
2019-03-27,4.8233124,-2.18598264,-3.10938492,-4.8784081,2.51313282,12.34012668
2019-03-26,5.35230689,-2.69995024,-3.59005993,-5.8881717,2.8418607,14.50714637
2019-03-25,4.84937611,-2.18655301,-3.14215663,-4.70821434,2.61010029,12.7980835
2019-03-22,5.67236959,-3.03431783,-3.50464865,-6.57681249,3.18564086,15.88448439
2019-03-21,7.7906688,-5.19490107,-4.27711279,-11.43229936,4.23358738,20.64094922
2019-03-20,6.17152421,-3.55902015,-3.48227767,-7.24675431,3.82887058,18.4488811
2019-03-19,7.40445543,-4.8145338,-3.78624586,-10.07815728,4.66402265,22.09208477
2019-03-18,6.83580022,-4.23839927,-3.46572707,-8.78445991,4.27054832,19.83970878
2019-03-15,6.15971217,-3.54566778,-3.18444732,-7.14536874,3.87452167,17.66631724
2019-03-14,6.22768067,-3.61836113,-3.16365013,-7.16886651,4.05505626,18.73526362
2019-03-13,6.9424234,-4.31995857,-3.54142965,-9.30884139,3.88492304,18.24810349
2019-03-12,6.60893759,-3.98249704,-3.40510761,-8.47205973,3.86911142,18.2911914
2019-03-11,6.87614073,-4.26708205,-3.44441238,-8.80822084,4.36519172,20.39996101
2019-03-08,6.11767226,-3.49379381,-3.15946665,-7.11135916,3.92580151,18.68564079
2019-03-07,6.3842554,-3.76721407,-3.23314837,-7.68139673,4.06539833,19.2451098
2019-03-06,6.06925549,-3.46598801,-2.81391731,-6.61279501,4.46262722,20.2148168
2019-03-05,6.54343021,-3.94312479,-2.94033776,-7.62441585,5.09122035,23.38979624
2019-03-04,6.05874002,-3.46088614,-2.65976273,-6.49583768,4.6326109,20.79573175
2019-03-01,4.9651919,-2.38463751,-1.9495593,-3.55945489,4.56049009,18.7527292
2019-02-28,6.09536628,-3.50522037,-2.7434052,-6.77448549,4.20747715,19.62356576
2019-02-27,6.21511724,-3.61732122,-2.96128965,-7.14593726,4.14398797,19.5975691
2019-02-26,6.60535585,-3.99936278,-3.21677274,-8.39465098,4.07800808,19.16935431
2019-02-25,6.91102585,-4.31178718,-3.2877686,-9.0078383,4.44567336,21.00453763
2019-02-22,6.18141934,-3.58368929,-2.94221089,-7.26896615,4.09275231,19.24569107
2019-02-21,6.20636916,-3.64211481,-2.84551454,-6.77007988,5.72930275,27.95053346
2019-02-20,7.5841938,-5.00501578,-3.57356729,-10.7126326,5.05923305,23.96054929
2019-02-19,8.39439443,-5.81215476,-3.93339522,-12.86909719,5.0120454,23.57438279
2019-02-15,9.19127422,-6.62013899,-4.1411591,-14.70334652,5.76442506,26.56747396
2019-02-14,9.39607213,-6.82172712,-4.39545575,-15.30566781,5.3262635,24.98782168
2019-02-13,11.95590671,-9.39248431,-5.17738109,-21.63427592,6.35221101,28.76308782
2019-02-12,10.72093466,-8.14301233,-5.02478388,-18.89303358,5.2874586,25.19546968
2019-02-11,8.52254009,-5.93928514,-4.1067964,-13.4096862,4.68932338,22.82658682
2019-02-08,9.83983217,-7.24749812,-4.9454764,-16.97179464,4.66553597,23.08253409
2019-02-07,11.97800232,-9.39179516,-5.8465991,-22.18091285,5.31229101,25.51436889
2019-02-06,15.59032831,-13.0022867,-7.19191371,-31.14368793,6.10532482,28.24944572
2019-02-05,13.42704996,-10.843812,-6.13539306,-25.62147787,5.9248309,27.53023031
2019-02-04,10.43422457,-7.85129161,-4.74522317,-17.8540469,5.6725844,26.7478811
2019-02-01,7.55865721,-4.96260794,-3.47182902,-10.69878793,4.6443291,21.84368264
2019-01-31,7.39124164,-4.75993777,-3.91129539,-10.52931616,4.01727804,19.98200165
2019-01-30,9.36627436,-6.71498732,-4.78247905,-15.41118664,4.51968504,22.39752757
2019-01-29,9.62860438,-7.00336797,-4.40140651,-15.66996324,5.88546859,27.39836273
2019-01-28,8.58798632,-5.96572031,-3.73614331,-12.9299573,5.99008044,27.66049822
2019-01-25,9.90683963,-7.28629702,-4.23939538,-16.31436843,6.19850602,28.18579237
2019-01-24,10.58123995,-7.9731438,-4.67240069,-18.189576,5.8620626,26.77893005
2019-01-23,8.93134319,-6.32696009,-3.74381811,-13.77584842,6.11575074,27.68522137
2019-01-22,7.83689358,-5.22250836,-3.32083645,-11.07513577,5.46145098,24.59785378
2019-01-18,7.74320405,-5.13683201,-2.99365703,-10.51544696,6.3797169,27.81714654
2019-01-17,8.27970923,-5.66906151,-3.54414692,-12.31645667,5.18672111,23.71471947
2019-01-16,7.8105767,-5.19230966,-3.57070485,-11.13791333,4.8232301,22.56749595
2019-01-15,6.85057808,-4.21604466,-3.28408839,-8.73577123,4.36526974,20.91242629
2019-01-14,8.52693572,-5.89390839,-4.17327992,-13.01662536,4.98722102,24.35211743
2019-01-11,11.59707697,-8.94894512,-5.65153355,-21.05742546,5.35219655,25.79585763
2019-01-10,12.85175623,-10.21810487,-5.95270474,-24.16071605,5.84829347,27.51671368
2019-01-09,12.17377208,-9.53062562,-5.65074949,-22.69498235,5.50210126,26.19917747
2019-01-08,13.32190391,-10.675972,-5.96162049,-25.44673789,6.26884534,28.87270587
2019-01-07,12.60458291,-9.96158014,-6.00200185,-23.93331125,5.39438847,25.81688382
2019-01-04,9.83818571,-7.18052793,-4.98837321,-17.08208877,4.39447594,21.87507997
2019-01-03,6.03177174,-3.31788638,-3.62198231,-7.67111813,2.97041023,15.89467426
2019-01-02,6.10102804,-3.38354852,-3.19653592,-7.6485183,3.28028406,16.87366456
2018-12-31,5.14492077,-2.37129481,-2.83787112,-5.2560767,2.60506595,14.08776342
2018-12-28,5.53583947,-2.8128733,-2.7888492,-6.2022941,2.86256278,15.0776497
2018-12-27,6.06664226,-3.37396895,-2.83657779,-7.52442277,3.15707053,16.49819719
2018-12-26,7.63239252,-4.98967821,-3.03010404,-11.33787959,4.29280427,20.48273308
2018-12-24,8.5703403,-5.94264844,-3.73536368,-13.92629534,4.44343426,21.65606628
2018-12-21,7.2154428,-4.55422977,-2.86582764,-10.2019861,4.73069631,22.51622161
2018-12-20,3.0878518,-0.44220387,-7.21037906,7.26956613,8.75273707,9.68332797
2018-12-19,9.95169607,-7.29150005,-4.07802938,-17.01502121,5.9475564,27.21067551
2018-12-18,9.72522762,-7.06873432,-3.96984431,-16.32342807,5.84564986,27.34072606
2018-12-17,3.30794773,-0.63755593,-10.6691048,10.4202273,7.75056237,8.20919605
2018-12-14,1.18224672,1.49739712,-48.55570591,53.04826959,16.3125383,17.2142648
2018-12-13,3.43574685,-0.84185628,6280.32077979,-6281.25528538,2.5123894,2.51273172
2018-12-12,3.3391052,-0.82354053,3637.45363938,-3638.07323451,1.93534722,1.93590766
2018-12-11,3.31050003,-0.86166439,2704.00719674,-2704.48601106,1.79531931,1.79614995
2018-12-10,3.36514009,-0.85266041,7745.74058746,-7746.60235082,2.01663873,2.01694751
2018-12-07,3.38548282,-0.88311938,5871.59921899,-5872.49625165,2.00466191,2.00507031
2018-12-06,3.36883003,-1.13203409,-3.264e-05,-1.75489252,0.42651829,3.06889107
2018-12-04,3.40056039,-1.28702267,2.573e-05,-1.72818977,0.38364704,3.15755902
2018-12-03,3.47992491,-1.12660708,2354.09015141,-2354.51246138,1.76959,1.77067017
2018-11-30,3.55482192,-1.11658291,2566.75907938,-2567.45026223,1.99690383,1.99785677
2018-11-29,3.55398739,-1.17033398,2680.6011914,-2681.20083669,1.81228566,1.81315423
2018-11-28,3.61963964,-1.11139987,2864.68798464,-2865.49107399,2.29424336,2.2950122
2018-11-27,3.524907,-1.4388498,-1.557e-05,-1.71656934,0.41729838,2.58207308
2018-11-26,3.51721717,-1.40898076,-3.314e-05,-1.65963379,0.43196133,2.54798014
2018-11-23,3.48804102,-1.62926195,3.205e-05,-1.71219192,0.33306195,2.33626385
2018-11-21,3.49470239,-1.44585561,2.554e-05,-1.65426451,0.39483248,2.36570412
2018-11-20,3.50476486,-1.48439808,6.014e-05,-1.72611621,0.39141076,2.38489198
2018-11-19,3.50759174,-1.49532756,-1.769e-05,-1.7807772,0.38125711,2.29477386
2018-11-16,3.52969324,-1.47778466,2.278e-05,-1.71110617,0.42425866,2.45833145
2018-11-15,3.56065716,-1.57048428,4.352e-05,-1.65989467,0.41665422,2.57172334
2018-11-14,3.53809443,-1.48257795,-4.243e-05,-1.53005661,0.43991879,2.54593436
2018-11-13,3.53544891,-1.53108249,1.181e-05,-1.41639795,0.43047501,2.58639443
2018-11-09,3.55454882,-1.65861807,-2.852e-05,-1.25827087,0.40978956,2.61003615
2018-11-08,3.59234329,-1.65716912,0.46297877,-1.2076692,0.58886795,2.71681433
2018-11-07,3.61116235,-1.68437755,0.3663154,-1.33629438,0.55778635,2.72697092
2018-11-06,3.60262148,-1.66190779,-3.177e-05,-1.35177683,0.45074032,2.5888567
2018-11-05,3.63122029,-1.63750428,-5.999e-05,-1.47561656,0.49357119,2.72385106
2018-11-02,3.65905008,-1.6578471,-6.075e-05,-1.52373078,0.50122745,2.65065353
2018-11-01,3.57659441,-1.54407099,4.626e-05,-1.56342724,0.48466671,2.54712576
2018-10-31,3.59307334,-1.60176806,-1.308e-05,-1.52568277,0.48312803,2.68127641
2018-10-30,3.56408948,-1.58111232,0.20765364,-1.58642904,0.53528279,2.67696253
2018-10-29,3.5292301,-1.42497049,8.913e-05,-1.57110709,0.53117517,2.69329934
2018-10-26,3.51344056,-1.43136926,2.272e-05,-1.54189873,0.51393989,2.61653927
2018-10-25,3.52467103,-1.48430234,0.0001186,-1.31139966,0.5260377,2.69165623
2018-10-24,3.51420818,-1.46294783,5.404e-05,-1.44300978,0.51232504,2.63971414
2018-10-23,3.52056762,-1.49586793,0.64440278,-1.28076494,0.74598305,2.46933624
2018-10-22,3.52108352,-1.55574991,0.61580646,-1.17233889,0.68760878,2.47703413
2018-10-19,3.51110831,-1.54067731,0.6797687,-1.15128356,0.70916479,2.38552846
2018-10-18,3.48618401,-1.52791022,6.839e-05,-1.08611641,0.4776797,2.44361001
2018-10-17,3.46936207,-1.48638758,0.48203725,-1.00776936,0.666156,2.35263358
2018-10-16,3.44392055,-1.44619931,0.19480583,-0.97281472,0.57095075,2.49175122
2018-10-15,3.45815857,-1.49082362,0.00020809,-1.03994006,0.47758884,2.36035418
2018-10-12,3.43295842,-1.49113524,0.03755219,-1.01362568,0.47220335,2.29103703
2018-10-11,3.43818765,-1.47051439,0.36617415,-1.026985,0.61709408,2.41771961
2018-10-10,3.51429643,-1.60351195,-0.0002268,-1.09427397,0.46063966,2.14006125
2018-10-09,3.47361238,-1.50142645,0.56202647,-0.99533834,0.69874328,2.16817312
2018-10-05,3.51269646,-1.64864994,0.11290564,-0.99524445,0.49630231,2.14240934
2018-10-04,3.45023474,-1.57904461,0.51130247,-0.93840319,0.62104788,2.17482157
2018-10-03,3.40629172,-1.51039144,0.00017514,-0.85737549,0.47620681,2.41987713
2018-10-02,3.30429528,-1.39047687,-4.603e-05,-0.82333965,0.45491241,2.60571697
2018-10-01,3.33553445,-1.43489602,-6.502e-05,-0.84581657,0.45448205,2.4068246
2018-09-28,3.28844733,-1.38872782,3.384e-05,-0.77974694,0.44258335,2.57760062
2018-09-27,3.29013567,-1.39772105,0.04206186,-0.71416967,0.47909513,2.90812683
2018-09-26,3.28568141,-1.32883807,0.0969379,-0.69367499,0.5316184,2.74527396
2018-09-25,3.3144259,-1.35179613,0.20817344,-0.66113118,0.60795233,2.69587505
2018-09-24,3.30457288,-1.34878446,0.19637133,-0.69399006,0.59787935,2.67023122
2018-09-21,3.30212731,-1.35687901,0.26134155,-0.71856443,0.62079151,2.77750342
2018-09-20,3.30352859,-1.42228864,0.15138726,-0.7015997,0.54510602,2.80048276
2018-09-19,3.33850589,-1.4973314,0.26796541,-0.81031762,0.57458293,2.76608859
2018-09-18,3.30682152,-1.51837622,0.20596256,-0.79253863,0.51422124,2.80862199
2018-09-17,3.23739077,-1.47213876,0.08607346,-0.75123569,0.4470615,3.04265729
2018-09-14,3.24117261,-1.45907452,6.74e-05,-0.74162818,0.43657251,3.18877388
2018-09-13,3.21673213,-1.44463379,-0.00015184,-0.77078694,0.43085078,3.07631087
2018-09-12,3.22788694,-1.46524622,0.00011334,-0.80181094,0.44338858,3.1549563
2018-09-11,3.23871335,-1.52167897,8.73e-05,-0.81297529,0.42570903,2.93287776
2018-09-10,3.20726181,-1.41043758,-4.03e-06,-0.84847743,0.46249477,3.0056665
2018-09-07,3.23280516,-1.44398238,6.783e-05,-0.9153285,0.467313,2.92240103
2018-09-06,3.18282384,-1.35522061,-6.19e-06,-1.00897167,0.47349089,2.67742622
2018-09-05,3.20246782,-1.33898762,1.55e-05,-0.98343294,0.51121553,2.71871825
2018-09-04,3.1903155,-1.39152159,-3.847e-05,-0.94055482,0.47619101,2.75315651
2018-08-31,3.14353721,-1.26260287,1.281e-05,-0.8985799,0.52429968,2.85553889
2018-08-30,3.12956518,-1.34405167,0.03458264,-0.81072309,0.51391586,3.29023405
2018-08-29,3.13344573,-1.3443693,0.3470686,-0.74317736,0.63259228,3.23642062
2018-08-28,3.13287975,-1.43849786,0.40908069,-0.80025303,0.5847966,2.81534013
2018-08-27,3.09930206,-1.11319747,-0.9723206,-0.81138801,0.27978962,2.85559654
2018-08-24,3.07059227,-1.31359649,0.49119059,-0.8139961,0.65683329,2.89326336
2018-08-23,3.08138806,-1.32853041,0.34519395,-0.84978358,0.59844162,2.9039399
2018-08-22,3.10063986,-1.34133649,0.35907099,-0.93735053,0.60384946,2.70102616
2018-08-21,3.10960562,-1.3629317,0.24657877,-0.88547721,0.54291886,2.63984091
2018-08-20,3.08430255,-1.32287063,0.00014905,-0.90783344,0.43667752,2.47105207
2018-08-17,3.1251632,-1.31102891,0.00014946,-0.85563106,0.47989049,2.52064713
2018-08-16,3.12499615,-1.40083415,0.24616146,-0.88821317,0.50830626,2.39765351
2018-08-15,3.13493352,-1.47322855,2.213e-05,-0.97948175,0.39526486,2.40572654
2018-08-14,3.16091273,-1.46141426,-4.066e-05,-0.91953771,0.42979213,2.40711327
2018-08-13,3.15655873,-1.39407702,-3.19e-05,-0.95039796,0.46758522,2.45623473
2018-08-10,3.12040328,-1.33630583,1.228e-05,-0.88215807,0.44382493,2.22165193
2018-08-09,3.15316308,-1.49525401,0.00021913,-0.77097971,0.42186199,2.15953562
2018-08-08,3.20743385,-1.54297331,0.00027591,-0.81537241,0.43645462,2.24436315
