Date,Price1,Price2,Price3,Price4,Price5,yr2,yr3,yr4,yr5,yr_ave,CP,f1,f2,f3,f4,f5,f6,f7,f8,F5,F6,D_log(DIV),D_log(P),D_DIVreinvested,D_Preinvested,d-p,R15-R11,CP factor,Mkt-RF,SMB,HML,UMD,Agric,Food,Beer,Smoke,Toys,Fun,Books,Hshld,Clths,MedEq,Drugs,Chems,Rubbr,Txtls,BldMt,Cnstr,Steel,Mach,ElcEq,Autos,Aero,Ships,Mines,Coal,Oil,Util,Telcm,PerSv,BusSv,Hardw,Chips,LabEq,Paper,Boxes,Trans,Whlsl,Rtail,Meals,Banks,Insur,RlEst,Fin,Other,ports_2,ports_4,ports_5,ports_6,ports_7,ports_8,ports_9,ports_high,ports_low,port2_2,port2_3,port2_4,port2_5,port2_6,port2_7,port2_8,port2_9,port2_high,port2_low,port3_2,port3_3,port3_4,port3_5,port3_6,port3_7,port3_8,port3_9,port3_high,port3_low,port4_2,port4_3,port4_4,port4_5,port4_6,port4_7,port4_8,port4_9,port4_high,port4_low,port5_2,port5_3,port5_4,port5_5,port5_6,port5_7,port5_8,port5_9,port5_high,port5_low,port6_2,port6_3,port6_4,port6_5,port6_6,port6_7,port6_8,port6_9,port6_high,port6_low,port7_2,port7_3,port7_4,port7_5,port7_6,port7_7,port7_8,port7_9,port7_low,port8_2,port8_3,port8_4,port8_5,port8_6,port8_7,port8_8,port8_9,port8_high,port8_low,port9_2,port9_3,port9_4,port9_5,port9_6,port9_7,port9_8,port9_high,port9_low,portl_2,portl_3,portl_4,portl_5,portl_6,portl_7,PI,PI less transfers,Real Consumption,M&T sales,Retail sales,IP: total,IP: products,IP: final prod,IP: cons gds,IP: cons dble,IP: cons nondble,IP: bus eqpt,IP: matls,IP: dble matls,IP: nondble matls,IP: mfg,IP: res util,IP: fuels,NAPM prodn ,Cap util,Help wanted indx,Help wanted/unemp,Emp CPS total,Emp CPS nonag,U: all,U: mean duration,U < 5 wks,U 5-14 wks,U 15+ wks ,U 15-26 wks,U 27+ wks,UI claims,Emp: total,Emp: gds prod,Emp: mining,Emp: const,Emp: mfg,Emp: dble gds,Emp: nondbles,Emp: services,Emp: TTU,Emp: wholesale,Emp: retail,Emp: FIRE,Emp: Govt,Agg wkly hours,Avg hrs ,Overtime: mfg,Avg hrs: mfg,NAPM empl,Starts: nonfarm,Starts: NE,Starts: MW,Starts: South,Starts: West,BP: total,BP: NE,BP: MW,BP: South,BP: West,PMI,NAPM new ordrs,NAPM vendor del,NAPM Invent,Orders: cons gds,Orders: dble gds,Orders: cap gds,Unf orders: dble,M&T invent,M&T invent/sales,M1,M2,Currency,M2 (real),MB,Reserves tot,Reserves nonbor,C&I loan plus,DC&I loans,Cons credit,Inst cred/PI,S&P 500,S&P: indust,S&P div yield,S&P PE ratio,Fed Funds,Comm paper,3 mo T-bill,6 mo T-bill,1 yr T-bond,5 yr T-bond,10 yr T-bond,Aaa bond,Baa bond,CP-FF spread,3 mo-FF spread,6 mo-FF spread,1 yr-FF spread,5 yr-FF spread,10 yr-FF spread,Aaa-FF spread,Baa-FF spread,Ex rate: avg,Ex rate: Switz,Ex rate: Japan,Ex rate: UK,EX rate: Canada,PPI: fin gds,PPI: cons gds,PPI: int mat’ls,PPI: crude mat’ls,Spot market price,PPI: nonferrous,NAPM com price,CPI-U: all,CPI-U: apparel,CPI-U: transp,CPI-U: medical,CPI-U: comm.,CPI-U: dbles,CPI-U: services,CPI-U: ex food,CPI-U: ex shelter,CPI-U: ex med,PCE defl,PCE defl: dlbes,PCE defl: nondble,PCE defl: service,AHE: goods,AHE: const,AHE: mfg,Consumer expect,Finan_h1,Marco_h1,SENT^ ,SENT,BW
1969-12-01,92.289,85.023,78.311,72.04899999999998,67.126,-1.9222395438682895,-4.5451848483489,-5.9196249471027285,-7.607631582601603,-4.99867023048038,2.9128,-0.2729,1.8724,0.71407,-0.18991,-0.42853,0.15745,-0.5925199999999999,0.61278,2.1744,0.3074,-0.265077337861205,-0.021704855385383803,-0.2614207046459773,-0.01987725008039032,-4.592804662379889,-5.653295676143067,2.08041541582381,-31.982437196911807,-44.86846706227088,-37.54114804771972,-37.54114804771972,-1.4408646918226524,-24.120806048403487,-7.583914493783218,-23.63116001488325,-80.65049963213998,-39.895912552362816,-40.01997561786489,11.227313908830032,-78.98320924475229,89.79496874477888,40.00567153261249,-44.619349353259146,-73.10209796330057,-68.51951044868736,-34.696812197570694,-100.97132173491372,-15.702287458386573,-34.94387828862255,-32.72211258503253,-38.77992177185174,-78.8550520384576,-46.98805824143268,-30.25829896927652,59.8046818166059,-37.41734098028969,-7.704681363507234,-68.01141263226823,17.629858491587623,-4.327794712934094,3.474963734430561,-47.48733014378779,21.40790175399722,-10.727809883369156,-32.35221789933969,-99.40593397080542,-52.24080242847403,-32.84543615535842,-61.93096047987629,-14.730037050735094,-34.820338884591074,-53.11849955761852,-33.709056199830734,-179.5929294652875,-125.23321838969127,-77.06228679198139,-118.59162516827386,-113.96428510947227,-144.0276511196764,-97.71239843487506,-110.01214628628492,-136.34007214436093,-63.9543564698684,-106.99096358378182,-104.10823671153828,-91.22098370869915,29.39696592046485,-104.89374841316341,-77.70225267563626,-93.42412704583693,-115.15246937509345,-74.63352431174134,-74.12283167715817,-60.92054046438383,-113.56848498494513,-85.40858334542989,-154.35497111661678,-131.37612074258527,-72.97456727610897,-84.50695715585512,-15.702287458386573,-95.63132269109819,-62.43648971326106,-6.738886542762893,-108.04094724477726,-9.63860603671712,-55.3783872311763,-55.12707832973426,-98.23323177638454,-63.82779421694286,-112.38186729774642,-76.42266202335965,-7.8254603883185565,-63.195183099967096,-16.43199255840308,4.192667105107007,-56.0068898381168,-7.342417209812613,-18.014544144604347,-93.03504301108542,-41.63396375626422,-79.36776300545408,-32.72211258503253,-58.650201338564024,-10.969989500740066,-52.366148435795395,-54.499036236579094,-64.33412333837899,-28.168027422770553,-88.11753370305954,-52.24080242847403,-74.12283167715817,27.873751343048692,-32.84543615535842,-50.98806194514253,-45.242240620813824,-17.28387637289249,-8.913018994555902,-10.969989500740066,-18.989460416365755,-49.73662789700817,0.4799040255922696,6.462566731605466,-74.63352431174134,-38.65598683758189,-12.909187983552249,-43.62339535895793,-16.553653226627112,-49.48649761991704,-14.608561118050515,-71.57262351301792,-5.532735069219951,-8.792130463753027,-47.737044014213524,-29.151231082853503,-12.181621267650426,-31.612770407522373,-46.239539660140544,-31.612770407522373,-49.361452030266044,26.465988936997576,-42.75261317178139,-4.4482343175918135,-35.43816312724543,-19.35525831586037,-11.091097640319054,-13.758573731133714,3493.7,3213.2,26.2017,368786.0,97620.0,38.6054,37.3488,36.6979,46.6427,32.9227,53.312,17.680999999999997,39.3552,22.6642,54.2421,34.692,42.7359,56.3457,50.3,84.2462,75.0,2.6006,78740.0,75331.0,3.5,8.0,1585.0,883.0,413.0,281.0,132.0,219.5,58763.0,22884.0,612.7,3707.0,18485.0,11291.0,7194.0,48356.0,14077.0,3401.6,7424.7,3472.0,12477.0,60.9,40.3,3.4,40.6,49.6,1327.0,171.0,278.0,556.0,322.0,1155.0,184.0,271.0,409.0,291.0,52.0,48.0,66.8,51.5,77057.0,86057.0,18774.0,327567.0,472.3,1.2819999999999998,203.9,587.9,45.7,24.6736,61569.0,14168.0,13049.0,106.6,1.4,123551.35,15.73,91.11,100.48,3.4683,15.1292,8.97,8.8488,7.82,7.9,8.17,7.96,7.65,7.72,8.65,-0.1212,-1.15,-1.07,-0.8,-1.01,-1.32,-1.25,-0.32,90.6,4.3098,357.7434,239.73,1.0743,38.9,38.8,34.7,35.1,114.6,47.0,82.2,37.7,58.0,36.2,32.6,40.8,42.9,33.5,37.7,39.4,38.0,23.8271,56.528999999999996,27.7995,18.3032,3.4,4.51,3.15,78.3,1.07859320425221,0.64148562133396,3.196053,3.099287,
1970-01-01,92.332,85.221,78.48899999999998,72.344,66.798,-1.813143745126008,-4.104810095526141,-7.004856709554755,-8.1462077691882,-5.267254579848776,0.86823,-1.9805,1.8383,-0.10564000000000001,0.32656999999999997,-0.76069,0.058369000000000004,-1.1404,-0.66347,2.6821,0.8504,-0.036401253689373636,-0.07744167662286072,-0.03499465843611549,-0.07607575311922865,-4.551764239446403,58.20529087153807,0.8731363901777321,-101.23241834168785,34.53816171054234,36.285819672731925,36.285819672731925,12.415550464973117,-33.709056199830734,-16.310344223360367,-86.95580608045887,-100.4492988881822,-69.53635194581967,-145.2459940524673,-85.66631530518347,-58.9022492285897,-140.11027273223473,-75.52775972864892,-84.12075321538688,-32.228945003859174,-57.516640509059926,-112.77727616507276,-154.627946550005,-70.80861669603891,-82.32010979070823,-76.8063959710949,-110.27521764544441,-174.44718361890298,-40.51635618337094,-30.38136958114788,-2.0417359677090845,-147.5506888805372,-51.86484294547612,-31.24321746100973,-342.98057501072213,-114.75627721830013,-111.59144021899759,-130.305528500279,-92.90537636230185,-99.92750303258578,-106.20407830968409,-96.67140943010031,-96.93157203274536,-69.53635194581967,-161.3353158635075,-101.36298795173995,-112.2500932900369,-144.97514426009755,-128.83502199419922,-62.183698475755776,-39.275789547502654,-22.530186391600772,-45.366857683078564,-4.327794712934094,-11.212218003782962,-25.958760152536613,-10.848893582578883,28.342638718360828,-130.03802961375004,-80.26553464995807,-19.9651693836279,-101.23241834168785,-58.650201338564024,-86.05301706480051,2.5173576985753443,-87.4719906243898,23.292472223788067,-26.204033531009287,-122.97094990708355,-36.674766699167975,-47.112856743963135,-86.18194534856676,-49.73662789700817,-4.689149797220493,-40.392241791162256,-66.61525191631061,-12.666616727419903,-36.922240405963784,-94.46230165368613,-70.29954891875744,-51.61426871194927,-131.24224446643817,-18.13636537205782,-29.520140241879226,-116.73854736786457,-12.909187983552249,-4.086951761799385,-25.590944057702924,-106.46631607296543,-42.62826728285609,-94.46230165368613,-101.36298795173995,-134.3251838890376,-119.65181297881432,-71.06323159196546,-23.87595805734797,-73.61235628926237,-41.26131223419697,-173.7535018838801,-108.96043719179589,-54.499036236579094,-75.39997100588295,-84.24947405219574,-98.23323177638454,-43.62339535895793,-48.61145200585192,-16.797011572624395,-62.31008743790324,-105.67977464214077,-119.65181297881432,-155.17408377640743,-94.46230165368613,-53.11849955761852,-79.36776300545408,-49.2364194695903,-88.8926440755789,-65.60088161076986,-96.28127125272715,-87.34292367078328,-221.7174461341137,-101.62416980063256,-121.37661840594923,-108.04094724477726,-84.63571942863274,-78.98320924475229,-102.53875419897922,-75.52775972864892,-88.63421831814642,-83.99204618464195,-40.392241791162256,-99.27557711879524,-36.674766699167975,-123.10390653012131,-70.55405581260659,-71.95480940721946,-24.24324878102336,-113.04095447859244,-91.35046846738965,-81.03558815231918,-130.7068886690242,-88.50502630639423,-146.05891042091577,-136.47451839401157,3488.5,3207.3,26.3586,364138.0,97396.0,37.8906,36.7729,36.1319,45.8605,31.1944,53.2038,17.4346,38.4508,21.7696,53.8331,33.9342,43.1583,56.949,48.1,82.1229,71.0,2.2181,78780.0,75358.0,3.9,7.9,1800.0,933.0,431.0,288.0,143.0,250.9,58680.0,22726.0,608.0,3615.0,18424.0,11218.0,7206.0,48450.0,14096.0,3408.5,7425.0,3485.0,12496.0,60.5,40.0,3.3,40.4,46.3,1085.0,146.0,240.0,476.0,223.0,1062.0,150.0,216.0,407.0,289.0,48.7,45.8,57.9,50.2,74120.0,82189.0,21120.0,323633.0,471.16,1.295,206.2,589.6,46.0,24.6587,61792.0,14087.0,13128.0,106.3,-0.3,124109.78,15.78,90.31,99.4,3.5027,15.0267,8.98,8.908999999999999,7.87,7.78,8.1,8.17,7.79,7.91,8.86,-0.071,-1.11,-1.2,-0.88,-0.81,-1.19,-1.07,-0.12,90.57,4.3148,357.8074,240.04,1.073,39.1,39.0,35.0,35.1,116.1,48.0,80.6,37.9,58.2,36.6,32.8,41.0,43.0,33.8,37.9,39.5,38.2,23.9104,56.5333,27.9188,18.3809,3.41,4.54,3.16,77.1,1.1012969099949401,0.666907474108958,2.912409,2.881581,-1.0076052784666891
1970-02-01,93.333,86.87,80.967,75.074,69.95,-0.9765348636902732,-1.6171162387137374,-3.0523769545556534,-3.848164612352408,-2.373548167328018,0.32123,-0.83685,0.9784200000000001,0.75592,0.30007,1.3204,-1.4257,-0.5271399999999999,1.4829,3.4645,2.5175,0.25206882849910617,0.05036131022519919,0.25495924733791964,0.0551565225030477,-4.350056721172495,24.116042038946876,0.669465843130865,60.03299231957769,-29.028286561461204,47.18023485234049,47.18023485234049,113.71749173330744,69.80947686128668,79.61925664984071,3.474963734430561,69.46977409893321,94.79520747179743,6.223832024760184,3.1159510167190967,31.970317135705308,70.14908348588243,67.20262813834185,44.29242482411658,43.366855939047774,59.00525280773925,109.4530560640609,-0.3600540108023909,125.01578269159648,75.34438571851773,96.78948362094543,85.5562582584406,49.25516332320122,123.50104080802359,87.11963089721218,186.55692314888645,61.17389371755535,96.34659747456348,91.90872259405516,-30.99691204142582,36.285819672731925,22.11496256204057,75.34438571851773,22.11496256204057,46.48779397911677,72.97540727581487,120.7913797190128,23.527835566702016,67.76981631357478,75.79508994916806,174.06272603896664,119.48856587531088,17.038463279775513,92.57545101198448,-64.84066619098274,23.99842380802695,43.48259109851443,32.320801488097246,13.721253150795805,41.39764848908083,34.30494822229497,65.9538696887692,22.821607002914337,31.26904118314752,55.000099611806576,46.834064360974075,-4.327794712934094,83.65513489356042,63.45244752092032,19.402297393900426,56.71823096053706,65.4994533243501,52.47571543359024,-11.575652462166538,51.441480272611045,50.521411222362396,26.935426595795995,-3.6054108243584686,89.79496874477888,-25.468363741952025,108.13786733071241,78.83292383443502,94.129711567875,44.29242482411658,41.51357371739876,-23.87595805734797,61.05985237748378,-4.568686011544879,44.98613329318992,157.44442273841344,103.41323548926287,125.77243722281412,52.36084442407354,31.385948972221414,41.629487747916315,24.58639971277872,54.77082945444124,73.08832188422565,35.47056268985332,39.6574248554405,47.64164022186245,97.78538021552151,80.62949944838806,16.44677646733436,89.4608775171555,13.365293292547223,15.262526889329536,60.6035786077282,91.352832465061,71.8456764448685,83.20737369433547,100.5474308756198,49.139983594745004,55.343922736263636,21.40790175399722,21.40790175399722,26.58336556935993,58.548197003318464,59.46213459509725,92.35324936335407,132.0235740462594,70.60174286507106,68.22337391133935,32.437606861236624,75.34438571851773,130.94811242202496,79.73154785845675,95.68196162262423,95.571153182636,99.33291174908184,53.85331053370261,138.13536852060537,65.9538696887692,86.22652452051372,13.958501075649234,130.51765774966648,54.54151548470083,136.42291728457974,116.98754553270855,84.43831519267614,78.94528864560378,33.138200439568074,59.11948956350165,47.18023485234049,94.35158454622756,117.09639400663687,77.82116678353951,65.15852808885465,3494.1,3209.6,26.4716,364462.0,97537.0,37.8656,36.8718,36.3187,46.3132,31.6493,53.6268,17.5085,38.2347,21.4371,54.0062,33.9607,42.9041,56.8614,45.9,81.9269,71.0,2.0562,78698.0,75259.0,4.2,8.0,1950.0,1048.0,470.0,309.0,161.0,258.3,58784.0,22747.0,606.6,3703.0,18361.0,11170.0,7191.0,48555.0,14117.0,3412.0,7441.8,3497.0,12518.0,60.6,40.0,3.2,40.2,43.3,1305.0,235.0,231.0,531.0,308.0,1118.0,192.0,240.0,401.0,285.0,47.4,45.8,57.7,48.6,73389.0,81340.0,19777.0,319715.0,472.19,1.297,205.0,586.3,46.1,24.4218,61931.0,14099.0,13019.0,105.7,-0.6,124388.57,15.74,87.16,95.73,3.6332,14.5082,8.98,8.6096,7.13,7.22,7.59,7.82,7.24,7.93,8.78,-0.3704,-1.85,-1.76,-1.39,-1.16,-1.74,-1.05,-0.2,90.6,4.2998,357.7818,240.47,1.0732,39.0,38.9,35.0,35.2,116.6,48.0,74.5,38.1,58.5,36.7,33.0,41.2,43.2,34.0,38.1,39.7,38.4,24.0072,56.6315,28.0357,18.4596,3.43,4.56,3.17,75.8,1.12044224988251,0.6620059830571661,2.141172,2.5024889999999997,0.6905993182328511
1970-03-01,93.607,87.098,81.405,75.202,70.288,-1.1082791722945184,-1.859145278034164,-2.6049722721679123,-3.6445313976452325,-2.3042320300354566,1.0827,-1.0652,0.30629,-0.15847,0.92243,0.93732,1.0112,0.44476000000000004,0.10178,2.1946,1.9255,-0.2726724109213974,-0.0065906708364513724,-0.2689666060466107,-0.004740217098243349,-4.6161384612574405,61.05985237748378,1.36077392899981,-12.787896226234665,-28.290883834446827,49.83089619419797,49.83089619419797,-172.50588437416556,-6.738886542762893,-7.4631597767001985,16.92014925453795,-34.696812197570694,-30.87377828727747,-32.84543615535842,-11.575652462166538,-6.85956839533103,-79.11138013940018,-58.77621866606235,9.91889330043911,-9.03391970494983,13.365293292547223,-14.487097481123099,-39.64782489384019,9.561803579012258,31.26904118314752,27.756500866625363,53.738571326271895,-33.83248124493838,1.4391366905786245,-18.258198967776448,-40.14405151106349,-4.8096256770465855,34.421560631890635,27.170076576989487,-140.2451420776984,-53.7458193481608,-19.111380660311106,-52.867663436303886,-97.97278684861234,14.788499626598284,-28.659528555998406,-41.01294216190381,-65.47414559121921,-11.454495412237664,-92.12767056709646,-16.188708218998972,-2.763178875210669,-13.030492001851135,-5.05061372886562,0.839706137127918,-99.92750303258578,-66.10795958155201,-23.386411900634894,-18.258198967776448,-4.568686011544879,-7.4631597767001985,-11.818003265777287,-21.30806590711078,-90.44436842973192,-66.48840872608613,-25.71353689634454,-83.86335295699973,-67.63048040326109,-4.4482343175918135,20.228540479707366,2.996256238304575,15.02553666440603,-33.46224418744279,-64.33412333837899,-81.42080028980929,-25.590944057702924,-21.30806590711078,-3.1240630441379134,-2.6429082662400467,55.114718266079684,-44.37028334987436,33.72171613304973,30.45036759747396,-106.33519002792431,-27.55393396481645,-37.78880050964502,-39.64782489384019,2.5173576985753443,-9.275757674329522,-17.28387637289249,17.511602763480102,8.132381134828401,-24.61065195784853,-71.57262351301792,-31.612770407522373,-39.895912552362816,32.67118350430982,27.40468068330855,-42.25530690689338,8.966417806441267,15.38100445273721,5.86564088733104,21.87932191327162,-22.65246692362702,-49.361452030266044,40.70186184415277,-51.23850543973829,-5.532735069219951,-33.709056199830734,44.061099522195434,14.432856255262143,-1.0804862917969862,19.1661234116384,-61.29934827517927,-38.40815536210374,11.108425515212216,35.004452759735905,5.507342800568669,0.4799040255922696,26.58336556935993,-18.501903274056765,74.10407553057865,-73.48477136542733,-13.637196094859712,-8.550389931106352,-35.80901041322547,39.541320167623184,13.127928046001115,30.56735516763728,-31.735980017980204,30.09933644095589,-18.014544144604347,-15.094538648232088,-17.89273528290509,-42.25530690689338,-4.4482343175918135,18.57548501806365,9.323684717232831,-19.2333132926367,26.81808439651412,23.292472223788067,-32.47550345962689,-25.468363741952025,9.442750054434237,-20.69747209146407,53.04990559718434,7.0591957897866155,14.788499626598284,3503.4,3217.9,26.3353,360203.0,96588.0,37.8164,36.852,36.222,46.2577,31.9499,53.3326,17.5439,38.1449,21.4282,53.3863,33.8637,42.9921,57.6706,47.3,81.4349,67.0,1.8432,78863.0,75364.0,4.4,8.3,1978.0,1133.0,534.0,353.0,181.0,267.5,58850.0,22738.0,605.7,3697.0,18360.0,11189.0,7171.0,48715.0,14145.0,3415.6,7465.1,3512.0,12603.0,60.5,39.9,3.1,40.1,44.8,1319.0,250.0,280.0,520.0,270.0,1132.0,177.0,258.0,410.0,287.0,46.9,45.2,49.3,51.4,73055.0,79004.0,17721.0,314720.0,472.5,1.3130000000000002,205.7,587.3,46.3,24.401,62205.0,14071.0,13173.0,105.4,-0.3,124371.86,15.67,88.65,96.95,3.5759,14.7766,7.76,8.543,6.63,6.58,6.97,7.21,7.07,7.84,8.63,0.7829999999999999,-1.13,-1.18,-0.79,-0.55,-0.69,0.08,0.87,90.6,4.31,357.6154,240.58,1.0728,39.1,39.0,34.9,35.6,116.9,48.2,67.8,38.3,58.5,36.6,33.2,41.2,43.3,34.4,38.3,39.8,38.6,24.0687,56.6781,28.0382,18.5488,3.45,4.6,3.19,74.3,1.1552100668043002,0.6610631255806021,2.2315139999999998,2.4672490000000002,0.009687044671018219
1970-04-01,92.786,85.959,79.285,73.154,67.907,-1.5208697779467335,-3.0044229547198533,-5.578123768047897,-6.409783149011183,-4.128299912431417,2.1977,-1.3182,1.1657,-0.33655999999999997,-0.8447,0.21554,-0.11404,0.32372,0.64264,3.8764,2.7289999999999996,-0.0862038740266251,-0.1124891977752851,-0.08474051050191356,-0.11128693110643262,-4.589853137508781,137.38647178163757,1.9598713965081,-139.7057556207015,-75.39997100588295,74.44246910334324,74.44246910334324,-233.03007523733044,-133.6543055800671,-118.32672450494651,-34.202832567254575,-266.72272068425883,-290.4858734396743,-195.72880544418038,-99.01490588935692,-182.6630555730133,-145.787877105252,-120.71293828284313,-52.491507537502486,-197.28366754993155,-94.85184880854341,-129.50321066339322,-198.69892894761375,-118.72409743202834,-138.89713025317585,-105.41770868783432,-115.68092914362524,-209.08121593360275,-85.66631530518347,-169.87627718614425,-190.79487778854957,-114.3602158251894,-100.71028192531355,-110.40677495522915,-334.07043065362586,-286.2132341343978,-170.01453399832553,-236.38631260483018,-171.81332361159355,-83.22009376175181,-136.07122482610862,-152.30963228840017,-271.97962877219686,-126.16598174796567,-267.9222709528331,-127.36631527400074,-198.69892894761375,-250.3493582580085,-175.6968221466435,-404.91923725960487,-316.914915174767,-271.2272304780639,-214.23451026631005,-213.51745019119411,-200.96682473249862,-146.1944500381604,-164.22141929903657,-152.58214279258024,-356.3095845824563,-278.7725269668324,-227.94070075013497,-206.0853159051715,-190.09168409717003,-149.04432415116744,-111.19642183610321,-214.66495207160682,-116.20962173946664,-167.11448080020918,-355.9866567010672,-261.9364747778662,-232.8843645942032,-195.02271539733,-198.55732767303803,-218.97788351438425,-89.92690399739256,-149.18020140885662,-176.252635032912,-99.92750303258578,-366.0380529442725,-198.27417524133259,-254.49597474987624,-225.62129920660274,-177.08683736056287,-191.0762706846684,-162.70878516761792,-132.04572625072478,-205.51551532466502,-117.7970985446776,-257.02057193128536,-248.87188946757354,-186.30154232554963,-134.05678755600195,-172.9216127691082,-95.63132269109819,-130.03802961375004,-123.50286480940979,-101.49357177035728,-147.5506888805372,-329.3242148421124,-247.83874261081542,-134.9964374725754,-281.1970763457436,-174.8635852192873,-196.57666228585796,-108.04094724477726,-104.23911962599425,-151.76479686473886,-136.34007214436093,-213.087419726101,-254.3476343083745,-191.92084549959043,-155.99375593942466,-148.63678466686326,-146.46557520876698,-138.49302181359326,-131.91177525432516,-152.58214279258024,-213.3740895793517,-163.8086935855956,-231.86488519554618,-200.96682473249862,-83.99204618464195,-135.26504407694253,-141.45964878806012,-65.34742295527063,-115.68092914362524,-105.941897841086,-190.23228987388504,-217.8262519480684,-169.59981133997266,-124.96684768937449,-103.84651370068623,-131.1083831243394,-106.8597802002131,-95.11161718275852,-103.71567359806521,-120.71293828284313,-142.2700033489622,-74.5058307761061,-159.68922507041054,-115.02039078820101,-105.54873451097043,-99.01490588935692,3567.5,3226.0,26.3572,358383.0,97255.0,37.7192,36.8645,36.2128,46.4451,31.9352,53.6421,17.5358,37.8811,21.0295,53.7788,33.7431,43.4807,57.2665,45.5,80.8894,65.0,1.7119,78930.0,75362.0,4.6,8.2,2139.0,1106.0,602.0,400.0,202.0,340.3,58643.0,22552.0,602.9,3669.0,18207.0,11063.0,7144.0,48796.0,14121.0,3416.3,7447.2,3519.0,12705.0,59.9,39.7,3.0,39.8,40.7,1264.0,211.0,265.0,533.0,256.0,1224.0,181.0,235.0,466.0,342.0,45.0,45.7,48.7,44.3,72284.0,77016.0,16669.0,309600.0,475.44,1.328,206.7,588.4,46.5,24.3245,62653.0,14209.0,13364.0,105.7,0.3,124341.19,15.32,85.95,94.01,3.6921,14.32,8.1,8.1387,6.51,6.6,7.06,7.5,7.39,7.83,8.7,0.0387,-1.59,-1.5,-1.04,-0.6,-0.71,-0.27,0.6,90.62,4.3022,358.0892,240.61,1.0729,39.1,39.0,35.1,35.5,116.3,49.3,75.1,38.5,58.7,37.1,33.5,41.4,43.5,34.6,38.6,40.0,38.8,24.1896,56.7748,28.2254,18.6378,3.47,4.66,3.19,72.7,1.23264818110505,0.668466464347372,2.050926,2.330086,0.450066270793543
