,average,rx(2),rx(3),rx(4),rx(5)
RMSE,0.010422031965708413,0.005837799158356946,0.009033696483848762,0.01247901451158236,0.015356185579821666
MAPE-%,16.3523784680002,8.708995449695278,14.10645983892665,19.828986737763486,27.072122993715226
