,average,rx(2),rx(3),rx(4),rx(5)
RMSE,0.015180001955816405,0.00848346133552955,0.012956290743945088,0.017740059925015723,0.02208865066913766
MAPE-%,25.762987936009036,11.994376850591026,20.473314672041525,36.44429640066798,55.6205302993951
